name,review,wakati,topic number
武勇(茨城県),純米吟醸呑んでますが、銘柄名の割には軽くて飲みやすいです。良い酒ですね。菊水, 吟醸 呑む 銘柄   軽い 飲む やすい 良い  菊水,17
越乃景虎,本醸造飲んでみましたが、とても美味しかったです。たまたま寄ったDSでひやおろしの本醸造４合瓶が値札がついてない状態で売ってたので買ってみましたが、なんと２５００円。帰宅してレシートをみて気付きました。これがプレミア価格ってやつでしょうか。それともレジの人が間違えたかな？梵,醸造 飲む みる 美味しい 寄る    ひる おろす 醸造     値札 ついてる 状態 売る てる 買う みる       帰宅 する レシート みる 気付く これ プレミア 価格 やつ レジ  間違える   ,29
出羽桜,溢れでる吟醸の特質って感じですね。初心者の私に、これが吟醸の性質だよって教えてくれました。日本酒初心者に薦めたいです。八海山,溢れる でる 吟醸 特質 感じ 初心者  これ 吟醸 性質 教える くれる 日本  初心者 薦める 八海山,30
神亀,ひたすら重いです。大七よりもずっと重いです。私は超甘党で日本酒歴も短いせいか味が解らん。しかし、神亀の味が解るって言う人にはこれほど美味しい酒はないみたいで、いきつけの酒屋の主人も神亀が美味しいと言う客には、他に勧めることのできる酒が無いと言っていました。そして、神亀ほど熱意がある人も珍しいとも。私の周りでは評価は真っ二つです。蔵元は、美味しい酒を造る為に会社を縮小して土地、家を売って設備投資したそうです。職人中の職人って感じですね桂月,重い  重い  甘党 日本   短い せい  解らん    解る 言う  これ 美味しい  ない みたい いきつける 酒屋 主人   美味しい 言う   勧める こと できる  無い 言う いる   熱意 ある  珍しい  周り 評価 二つ 蔵元 美味しい  造る  会社 縮小 する 土地  売る 設備 投資 する そう 職人  職人 感じ 桂月,26
梅一輪,千葉県東部に法事で行ったときに酒屋で見かけて「梅一輪純米吟醸秘蔵酒」を買ってみました。秀緑や武勇などよりも重い感じです。そしてしっかりとした味です。私も好きですが、友人に飲ませたところ好評でした。奥播磨,千葉  東部 法事 行う とき 酒屋 見かける      吟醸 秘蔵  買う みる   武勇 重い 感じ する   好き 友人 飲む せる ところ 好評  播磨,27
仁勇,千葉県東金市の寿司屋で生を飲みました。口当たりが良く、甘い味と香りが気に入ってするすると呑んでいました。美味しくて何本も呑んでいると店の人に「呑みやすいけど後で歩けなくなるよ」って言われ、しばらくするとガゴーンと来ました。（笑気に入ったので帰りがけに東金市のサンピアの酒屋に寄って、店員の人に仁勇くださいって言ったら売り切れでした。(T_T)店員お薦めの飯沼本家の甲子と梅一輪の吟醸秘蔵酒を買って帰りました。,千葉  東金  寿司   飲む 口当たり 良い 甘い  香り 気に入る 呑む いる 美味しい   呑む いる   呑む やすい 歩ける なる 言う れる する ガゴーン 来る   笑気 入る 帰りがけ 東金  サンピア 酒屋 寄る 店員    くださる 言う 売り切れ           店員 お薦め 飯沼 本家 甲子    吟醸 秘蔵  買う 帰る,27
長龍(奈良県北葛城郡),関西の知人にいただき飲んでみました。すっきり透明感のある感じで感染力があるという感じで気に入りました。30代の杜氏さんが頑張っていると聞き、日本酒の将来が心配な私としては更に嬉しくなりました。村祐,関西 知人 いただく 飲む みる 透明  ある 感じ 感染  ある 感じ 気に入る     杜氏 さん 頑張る いる 聞く 日本  将来 心配  嬉しい なる  ,34
豊の梅,初めてこの酒にであったときのこと。一杯目…ん!!二杯目…もう少し三杯目…のものもやがて空瓶がコロコロ。そして翌朝、きれいに目覚めることのできる酒でした。七賢, とき こと 一杯           もの   翌朝 きれい 目覚める こと できる   ,17
手取川,まず、吟醸香が印象的な酒だった。上品な口当たりで後味はすっきりしている。ただ、香りは絶品だが味が若干香りに力負けしているような感があり。春鶯囀,吟醸  印象   上品 口当たり 後味 する いる 香り 絶品  若干 香り 力負け する いる よう  あり   囀る,31
雪中梅,まろやかな口当たりで、旨みもしっかりある。飲みやすく、気品のある味。獺祭,まろやか 口当たり 旨み ある 飲む やすい 気品 ある   ,10
千年一,あっさりしたお酒です。京都では美濃吉の一部の支店（少なくとも新阪急ホテル店にはあり）や竹茂楼でいただくことができます宝剣,する  京都 美濃  一部 支店   新阪急ホテル       いただく こと できる 宝剣,32
秋鹿,酒どころで新潟の酒の扱いが少ないという、変な（実はマトモな）酒屋がお勧めしてくれた。米の質や仕込が実に丁寧で素直な旨味があります。最近この酒に嵌っています。鳳凰美田, どころ 新潟  扱い 少ない    マトモ   酒屋 勧める する くれる   仕込 丁寧 素直 旨味 ある 最近  嵌る いる 鳳凰 美田,5
美和桜,地元の居酒屋でもどこにでも置いてあるわけではないけれど、あれば一杯飲んでしまう私の中では定番のお酒。すっと通る辛口の喉越しと香りのバランスがとてもよく、燗でも冷でもおいしく飽きが来ない。地元の人が美和桜を配っている話しはよく聞きます。くどき上手,地元 居酒屋 どこ 置く ある わけ ある 飲む しまう   定番  通る 辛口  越し 香り バランス よい   おいしい 飽き 来る 地元  美和  配る いる 話す 聞く くどき 上手,23
仁勇,「鍋店（なべだな）の製品は、キレの良さが特長なんだ」という父の言葉を意識した訳ではないのですが、辛口といえどほのかな芳香による甘味を感じつつ、喉を越すとスッパリ口の中が爽やかになります。この爽快感は間違いなく辛口なんですが、飲み口の芳醇さはクセになりますね。飲んだ直後は印象が薄いのですが、しばらくするとまた飲みたくなるんです。成田産の若水（酒造好適米）と「不動の大井戸」の仕込み水という組み合わせが、御護摩のような力でも発揮しているのかも（笑）。福千歳,    なべ   製品 キレ 良い  特長   言葉 意識 する  ない  辛口 いう ほのか 芳香 甘味 感じる  越す スッパリ   爽やか なる 爽快  間違い 辛口  飲む  芳醇  クセ なる 飲む 直後 印象 薄い  する 飲む なる  成田  若水   酒造 好適    不動 井戸 仕込み  組み合わせ 護摩 よう  発揮 する いる          ,29
一ノ蔵,円筒系の筒に入っているので目立ちますが、限定品らしく見る事が少ないです。アルコール度数は１５度無かったと記憶してますが、なかなか味わい深くコクもあり、喉越しの良い酒だと思います。常温でもヌル燗でも楽しめます。村祐,円筒   入る いる 目立つ 限定  見る  少ない アルコール 度数     記憶 する 味わい深い コク ある  越し 良い  思う 常温 ヌル  楽しめる  ,33
鯉川,コミック「夏子の酒」では、幻の米「龍錦」の復活栽培から純米大吟醸「康龍」が誕生しました。実はこの幻の米「龍錦」こそ「亀の尾」に他なりません。鯉川ではこの復活栽培に成功し、杜氏の名前をそのまま名付けた純米大吟醸「阿部亀治」を生み出しました。ちょっと価格は高めですが、それだけの価値は十分あります。生酒なので冷酒のままで。同じ「亀の尾」を使ってますが純米吟醸で「亀治好日」というのがあります。値段は安く設定されてますが、亀の尾本来の力強い米の旨みもやや薄れます。ぬる燗にすると酒の旨みが引き立ちます。豊盃,コミック 夏子      復活 栽培  吟醸   誕生 する       なる 鯉川 復活 栽培 成功 する 杜氏 名前 名付ける  吟醸 阿部 亀治 生み出す 価格 高め 価値 十分 ある 生酒 冷酒 まま   使う  吟醸 亀治 好日  ある 値段 安い 設定 する れる   本来 力強い  旨み 薄れる ぬる  する  旨み 引き立つ  ,33
春霞,無濾過の生酒にありがちな荒々しさや豪快さだけの酒ではなく、春霞らしい優しさが口中にフワッと広がる味わいと、サラッと消える後味の良さが抜群の純米吟醸です。,濾過 生酒 ある がち  しい  豪快   春霞 優しい  口中 広がる 味わい サラッ 消える 後味 良い  抜群  吟醸,8
白露垂珠,期待して買った商品でした．．．でも、見事に老ねてました．．．酒屋の冷蔵庫に入っていたのに．．．残念．．．富久長,期待 する 買う 商品     見事 ねる     酒屋 冷蔵庫 入る いる     残念     富久 ,33
獺祭,私は基本的に純米大吟醸は呑みません。が、今回、山口の酒ということで飲んでみました。このお酒、つまみがいりません。それほど美味い酒でした。口に含むと乳酸系の芳香、その後、米の香り、むしろ蒸米のような香りが長く残ります。切れが悪いのではなく、良い米の香りが長く残るのです。比較的重く、軽い感じではありません。いわゆるフルーティ感ではありません。アルコール臭や、ちりちり感もありません。素直に美味く、味わい深いお酒でした。日本酒の嫌いな方に呑んでもらいたいです。富久長, 基本   吟醸 呑む 今回 山口  こと 飲む みる  つまむ いる 美味い   含む 乳酸  芳香 その後  香り 蒸米 よう 香り 長い 残る 切れ 悪い  良い  香り 長い 残る  重い 軽い 感じ ある フルーティ  ある アルコール   ある 素直 美味い 味わい深い  日本  嫌い  呑む もらう 富久 ,28
梅錦,頑張っておられます。飲み飽きないお酒が大好きな方はぜひ。純米吟醸酒クラスにもなるとかなりの実力を感じますね。『湧水の酒』も旨いです。白露垂珠,頑張る おる れる 飲む 飽きる  大好き   吟醸  クラス なる 実力 感じる    旨い 白露  ,33
竹泉,興味深い限定出荷酒が多く、研究熱心な蔵元様。入手できた方はラッキーかも。天界,興味深い 限定 出荷  多い 研究 熱心 蔵元  入手 できる  ラッキー 天界,1
美濃菊,別ブランドの『瀧津瀬』（たきつせ）純米吟醸もかなり旨いです。氷温熟成させてからの出荷です。秋鹿,ブランド  津瀬    きつい せる    吟醸 旨い   熟成 する せる 出荷 秋鹿,30
田酒,夕べ近所の養○乃○で店長に勧められて飲んできました。コクが有って飲みやすかったですね～冷やで飲んだけど、ぬる燗でも良いかなぁ～南部美人,夕べ 近所   店長 勧める られる 飲む くる コク 有る 飲む やすい 冷や 飲む ぬる  良い 南部 美人,32
天明,香味軽快で春らしい味わいが心地いい。蓬莱泉,香味 軽快  味わい 心地 いい 蓬莱 ,21
天明,新酒の割りに優しく穏やかな味わい。飛露喜,新酒 割り 優しい 穏やか 味わい   ,19
会津中将,バランス良く、辛口でスッキリした趣。天法,バランス 良い 辛口 する   ,22
東光,あなどれない。旨かった。冷でも燗でもＯＫ．裏・雅山流,あなどれる 旨い           ,27
楯野川,きれいな酒質で米の特徴が生かされてます。何か造り手の心意気を感じます。可能性を感じますね～,きれい    特徴 生かす れる  造り  心意気 感じる 可能  感じる,27
上喜元,万能酒でぬる燗でもおいしかった。雅山流,万能  ぬる  おいしい   ,19
米鶴,コクとキレがあり米の旨味が心地よい。五人娘,コク キレ ある  旨味 心地よい   ,26
米鶴,酸味がうまくでていてぬる燗でもうまかった。琵琶のさゝ浪,酸味 うまい でる いる ぬる  うまい 琵琶  ,7
麓井,スペック変えたみたいですが、前の方が自分好みかも？おいしいことはおいしいのですが。出羽ノ雪,スペック 変える みたい   自分 好み   おいしい こと おいしい  出羽 ,6
東北泉,冷でも燗でもおいしくいただけました。万人向けだと思います。出羽桜,  おいしい いただける 万人 向け 思う 出羽 ,8
東北泉,１５ＢＹ今年は抜群の出来でしたね～。バランス良し。琵琶のさゝ浪,      今年 抜群 出来 バランス 良い 琵琶  ,15
白露垂珠,香味豊かでうまかった。この値段とは信じられない！おすすめです。富久長,香味 豊か うまい 値段 信じる られる   おすすめ 富久 ,20
酔芙蓉,荒々しさの中にもコクとキレ、何か可能性を感じさせる酒質です。獺祭, しい   コク キレ  可能  感じる させる    ,25
出羽桜,米の旨味を引き出し香り穏やか、コクとキレを合わせ持つ。醸し人九平次, 旨味 引き出す 香り 穏やか コク キレ 合わせる 持つ 醸す   平次,8
出羽桜,少し雑味があるような？個人的には好かなかった。天覧山,  ある よう   個人  好く 天覧山,19
出羽桜,燗にしてうまかった。どっしりしている感じ。, する うまい する いる 感じ,33
出羽桜,華やかな香味。女性、ビギナーにもうけそう。琵琶のさゝ浪,華やか 香味 女性 ビギナー もうける そう 琵琶  ,25
十四代,酸が心地よく優しくフレッシュな酒質。僅かに柑橘系の趣を感じた。雑賀, 心地よい 優しい フレッシュ   僅か 柑橘   感じる 雑賀,14
十四代,華やかなイメージはさすがにないが、呑むほどに味わい深い。豊盃,華やか イメージ ない 呑む 味わい深い  ,13
三十六人衆,価格以上の酒を醸す、毎年新酒のシーズンのあらばしりシリーズは期待を裏切りません。村祐,価格 以上  醸す 毎年 新酒 シーズン あら しり シリーズ 期待 裏切る  ,15
栄光冨士,五味の全て合わせ持ちまさに通好みかも？うまかった。村祐,五味 全て 合わせる 持つ  好み   うまい  ,20
雪の松島(旧),確かに辛かった！が嫌味じゃない。結構はまるかも？木戸泉,確か 辛い   嫌味 はまる   木戸 ,8
日高見,御燗にしてもおいしかったですよ。しっかりした酒質で味がくずれない。越後鶴亀, する おいしい する    くずれる 越後  ,14
墨廼江,バランス良いお酒。十四代,バランス 良い    ,22
栗駒山,穏やかな香りの中に米の旨味が出ているが、少し雑味あり。醸し人九平次,穏やか 香り   旨味 出る いる   あり 醸す   平次,8
福乃友,１５ＢＹはことのほかおいしかったです。雪中梅,      こと ほか おいしい   ,6
福禄寿,含み香良く、余韻に南国フルーツの様な心地良さ、キレもいい。,含み  良い 余韻 南国 フルーツ  心地 良い  キレ いい,6
十五代彦兵衛,香味良い。グレードの高い仕込み。黒龍,香味 良い グレード 高い 仕込み  ,7
十五代彦兵衛,常温で燗でもいただけます。万能なお酒。富久錦,常温  いただける 万能  富久 ,27
能代,香味抜群、酸がうまく表現されていて、文句なしにおいしい。獺祭,香味 抜群  うまい 表現 する れる いる 文句 ない おいしい  ,18
能代,老ねているのか熟成しているのか微妙な感じでよくわからない。黒龍,ねる いる  熟成 する いる  微妙 感じ わかる  ,7
出羽鶴,酸が特徴的で新酒のわりには穏やかな酒質。郷乃誉, 特徴  新酒 わり 穏やか    乃誉,32
天寿,風味豊かで新鮮さが溢れている感じ。花越路,風味 豊か 新鮮  溢れる いる 感じ  越路,4
高清水,燗で呑むとほっとする旨味がある。秋田県人だな～と思う。渡舟, 呑む する 旨味 ある 秋田   思う  ,11
太平山,非常に高いグレードで醸されていて、豊かな味わいがあり風格さえ感じさせる。夢醸,非常 高い グレード 醸す れる いる 豊か 味わい ある 風格 感じる させる  ,8
太平山,水の旨さがわかる逸品、飲むほどに味わいが増す。天鷹, 旨い  わかる 逸品 飲む 味わい 増す  ,7
刈穂,穏やかな香り、コクキレを合わせ持つ。夢醸,穏やか 香り コクキレ 合わせる 持つ  ,20
天の戸,濃醇な旨味の中にキレがある。食中酒に。辛さもそれほど感じられない。,濃い  旨味  キレ ある    辛い  感じる られる,9
秋田誉,ミニ前掛けがついていてナイスなアイデア。新酒らしくフレッシュさが全体に出ていて、なかなかなもの。長良川,ミニ 前掛け つく いる ナイス アイデア 新酒 フレッシュ  全体 出る いる もの 長良川,25
月の輪,香味良し。価格以上の満足感がある。万人うけしそう。神亀,香味 良い 価格 以上 満足  ある   うける する そう  ,12
田酒,香味豊か。値ごろ感あり、お買い得の逸品。獺祭,香味 豊か  ごろ  ある お買い得 逸品  ,15
田酒,穏やかな香味、ぬる燗でもＯＫ．百楽門,穏やか 香味 ぬる         ,32
田酒,酸がしっかりあるのに嫌味じゃない。小笹屋竹鶴, ある 嫌味 笹屋  ,1
田酒,酸が特徴的でぬる燗でおいしい。初花, 特徴  ぬる  おいしい ,32
七笑,木曽の勇、七笑の純米です。この蔵は東京に一応営業所があるらしい。たいしたものです。舞姫に比べると、荒々しい感じがします。あくまで舞姫と比べるとであって、他のお酒と飲み比べたら、また感じ方が変わるかも。味が雑というわけではありません。大雪渓など、根強い人気を誇る銘柄に共通の力強さがあります。この正統派の日本酒らしさが、私はあまり好きではないのですが・・男一心,木曽       東京 営業  ある もの 舞姫 比べる  しい 感じ する 舞姫 比べる   飲む 比べる 感じる  変わる   わけ ある 雪渓 根強い 人気 誇る 銘柄 共通 力強い  ある 正統  日本酒   好き ない   一心,28
真澄,吟醸や大吟醸を飲んで日本酒の魅力に取り付かれた人は多いのではないでしょうか？このお酒も吟醸の名にふさわしい非常においしいお酒です。香りも良く、飲み口はフルーティーです。やや甘口で飲み飽きないお酒です。男一心,吟醸 吟醸 飲む 日本  魅力 取り付く れる  多い     吟醸  ふさわしい 非常 おいしい  香り 良い 飲む  フルーティー 甘口 飲む 飽きる   一心,12
お福正宗,日本酒度＋５の純米吟醸なんですが、きりりっと冷やしてみてください。バーベキューなどのアウトドアにも最適。ワイン用のピクニックバッグに４合瓶を入れて持参し、現地では氷を入れた大きめの器へワインみたいに瓶ごと入れて冷やすんです。熱々の料理と、冷えた清酒のバランスが場を盛り上げてくれますよ。富久錦,日本        吟醸  きり 冷やす みる くださる バーベキュー アウトドア 最適 ワイン  ピクニック バッグ     入れる 持参 する 現地  入れる 大きめ  ワイン みたい  ごと 入れる 冷やす    料理 冷える 清酒 バランス  盛り上げる くれる 富久 ,26
お福正宗,醸造アルコールの入った清酒を拒否する人っていますよね。同製品はその「本醸造」を見直す逸品です。晩酌って居酒屋的料理ではなく、晩ご飯のオカズで飲む人って多いじゃないですか。この本醸造ならば、どんな料理もマイナス面を出すことなく美味しく頂けちゃいますよ。特に燗酒にすると、良い具合に味わいが立ってきます。郷乃誉,醸造 アルコール 入る 清酒 拒否 する  いる 製品 醸造 見直す 逸品 晩酌 居酒屋  料理  ご飯 オカズ 飲む  多い 醸造 料理 マイナス  出す こと ない 美味しい 頂ける いる 燗酒 する 良い 具合 味わい 立つ くる  乃誉,23
朝乃舞,爽やかでさり気ない好印象のお酒だと思います。端麗でやや甘口と感じました。香りもよく、強すぎない。飲み飽きのしないお酒です。,爽やか さり気 印象  思う 端麗 甘口 感じる 香り よい 強い すぎる 飲む 飽き する ,3
真澄,新潟に行ったおり、お酒を買いに行こうと長野に足をのばしました。店主さん曰く「あと少ししかない」とのこと。旅先での思わぬ出会いで買いました。もとより、眞澄ファンでしたが、あらばしりは初めて。飲み口は甘めで、しっかりとした味わいです。とても、おいしいお酒だと思います。村祐,新潟 行く おる  買う 行く 長野  のばす 店主 さん 曰く あと ない こと 旅先 思う 出会い 買う もと 眞澄 ファン しり 飲む  甘い  する 味わい おいしい  思う  ,17
天狗舞,吟醸香が口一杯に広がり、喉を通る瞬間もしっかり吟醸の香りが残る。口当たりはまろやかで、後味はフルーティーな甘みが名残り惜しく残る。さすが天狗舞。期待していた以上の味で、正に絶品！皆さんお試しの際はぜひ酔いが回る前に存分に味わって頂きたいたいです。開運,吟醸     広がる  通る 瞬間 吟醸 香り 残る 口当たり まろやか 後味 フルーティー 甘み 名残り 惜しい 残る 天狗  期待 する いる 以上  絶品   皆さん 試し  酔い 回る  存分 味わう 頂く いたい 開運,31
十四代,今まで味わった事のない斬新な口当たりだった。口にふくんだ瞬間、一瞬甘さを感じるがすぐに爽快な切れ味で喉を通った。前評判通りの味でした。村祐, 味わう  ない 斬新 口当たり  ふくむ 瞬間 一瞬 甘い  感じる 爽快 切れ味  通る 評判 通り   ,2
緑川,口にふくむと柔らかく優しい香りが口一杯に広がる。味もしっかりしているが、何処か優しい味である。佐久乃花, ふくむ 柔らかい 優しい 香り    広がる  する いる 何処 優しい   久乃 ,19
黒耀,偶然めずらしい名の酒をコープで見つけ買ってみました。なんともいえない旨み・やさしさの有る酒・コレはすばらしいと以降ずっと飲みつづけています。720ｍｌで1100円でした。淡麗辛口なんてナニがいいのでしょうか。やはり味わいが酒の命です。根知男山,偶然 めずらしい   コープ 見つける 買う みる いえる 旨み やさしい  有る  コレ すばらしい 以降 飲む つづける いる              淡い  辛口 ナニ いい  味わい     男山,30
天狗舞,"四合で6,300円と価格は高めですがとてもおいしく、値段分の価値は必ずあります。最も普段飲むことは到底できませんが。小売店でもあまり見かけませんし。吟こうぶりを飲んだことはないのですが、それ以外では天狗舞の中ではもっともおいしいと思います。尾瀬の雪どけ",           価格 高め おいしい 値段  価値 ある 普段 飲む こと できる 小売  見かける  ぶり 飲む こと ない  それ 以外 天狗   おいしい 思う 尾瀬 雪どけ,17
梅錦,日本酒好きの仲間と集まった時に共同購入して飲みました。さすがに値段なりの酒質。本当に素晴らしいものでした。非常に飲みやすくすっきりしているのですが、それだけでは終わらない深い味わいでした。上喜元,日本  好き 仲間 集まる  共同 購入 する 飲む 値段   素晴らしい もの 非常 飲む やすい する いる  それ 終わる 深い 味わい   ,18
米鶴,爽やかで切れの良い飲み口でどんな料理でも味を引き立たせる。なべ駒さんも言っているように大変飲みやすいお酒で、値段もお手ごろ（＾ｏ＾）淡麗、辛口正雪,爽やか 切れ 良い 飲む  料理  引き立つ せる なべ  さん 言う いる よう 大変 飲む やすい  値段 手ごろ         淡い  辛口 正雪,2
舞姫,諏訪で麗人酒造と軒を並べる蔵です。精米歩合55％で、吟醸を名乗れるレベルですが、実際、吟醸香のようなフルーティーな香りが上立ち香でも含み香でも感じられます。味わいも軽い。古酒を豊富に扱っていることでも知られている蔵元です。蔵元の売店を訪れたときに、試飲用に供されていたのが、6本全て生酒だったのが気になりました。確かに生酒の方がインパクトは強いかもしれませんが・・ちょっと多すぎかなと。郷乃誉,諏訪 麗人 酒造  並べる  精米 歩合      吟醸 名乗 れる レベル 吟醸  よう フルーティー 香り  立つ  含み  感じる られる 味わい 軽い  豊富 扱う いる こと 知る れる いる 蔵元 蔵元 売店 訪れる とき 試飲   する れる いる     全て 生酒   なる 確か 生酒  インパクト 強い しれる 多い すぎる  乃誉,25
水芭蕉,デパートのおすすめ品コーナーで購入しました。アルコール度数が１４度とかなりサラサラした感じですが。純米酒特有の味わいが有って美味しいです。あっという間に飲んでしまいそう…谷川岳,デパート おすすめ  コーナー 購入 する アルコール 度数     する 感じ   特有 味わい 有る 美味しい 飲む しまう そう 谷川 ,22
南,辛口の中に旨味があり、膨らみを感じさせる。,辛口  旨味 ある 膨らむ 感じる させる,18
南,香味抜群に良し。何故か年配の人にうけた。黒牛,香味 抜群 良い 年配  うける  ,23
南,辛口にして旨味もしっかりあり。渓流,辛口 する 旨味 あり 渓流,15
玉の井(高知県),コストパフォーマンスの良い酒。含み香優しく穏やかな酒質。奥の松,コストパフォーマンス 良い  含み  優しい 穏やか    ,19
南,上立香がものすごい。女性におおうけでした。蔵粋, 立香 ものすごい 女性 おおう  ,23
上善如水,いかにも女性好みの磨りガラスとピンクのラベルですね。上善らしくさっぱりとした飲み口でした。上善はターゲットは女性なのかなぁ？司牡丹,女性 好み 磨る ガラス ピンク ラベル   する 飲む    ターゲット 女性     牡丹,25
墨廼江,墨廼江の特純が私の愛好酒で、晩酌の基本はこれです。香り、コク、キレ、のバランスが私は好きです。宮城の酒はまだ知名度が低いですが、徐々に認知されてきているようです。日高見の方が認知度は高いようですが、宮城の純米酒の中では私的にナンバーワンです。翠露, 廼江    愛好  晩酌 基本 これ 香り コク キレ バランス  好き 宮城  知名度 低い 認知 する れる くる いる よう  高見  認知  高い よう 宮城    私的 ナンバーワン  ,23
天狗舞,石川県では、普通に山廃が造られているようですね。長野ではまだ少数派ですが。私にとっては初めて飲む山廃になります。濃いめのお酒でそれなりに飲み応えはありますが、他の山廃と飲み比べてみないとなんとも言えません。今のところの感想では、そこそこといった感じです。北雪,石川  普通   造る れる いる よう 長野 少数   飲む   なる 濃いめ  それなり 飲む 応え ある    飲む 比べる みる 言える  ところ 感想 感じ  ,3
住吉,住吉について口コミがないので、書きたい／書きたくないと悩みましたが書きます、純米酒で辛口が好きな人がいたら住吉の＋７を探して飲み、感想を教えてください鳳凰美田,住吉 口コミ ない 書く   書く 悩む 書く   辛口 好き  いる 住吉     探す 飲む 感想 教える くださる 鳳凰 美田,5
東魁盛,千葉県富津市小泉酒造のぎんから吟醸酒でありながら、吟醸香はあまりしないところが良いかと思います。いわゆるフルーティ感はありません。しかし米の香りはちゃんとします。アル添ではありますが、変なちりちり感は無く、変な味付けも無く、冷でも、熱燗でもいけるオールマイティーなお酒です。吟醸酒ではあるが癖が無いので料理を食べながら美味しく呑めます。呑み飽きしない酒です。このお酒、何社かの蔵が同じ物をで作っているらしく蔵によって多少味に違いがあるそうです。郷乃誉,千葉  富津  小泉 酒造 ぎん 吟醸  吟醸  する ところ 良い 思う フルーティ  ある  香り する アル  ある   無い  味付け 無い  熱燗 いける オールマイティー  吟醸  ある  無い 料理 食べる 美味しい 呑める 呑む 飽きる する       作る いる   違い ある そう  乃誉,25
文佳人,小量仕込み・槽しぼり・無濾過・割水なし、吟香と深い旨味とボディーを持ちながらも、スッキリした切れ味を感じさせてくれる。旨い・・。麗人,小量 仕込み  しぼる 濾過     ない 吟香 深い 旨味 ボディー 持つ する 切れ味 感じる させる くれる 旨い 麗人,34
仁勇,仁勇大吟醸は、芳香の華やかさもさることながら、キレが良いのに濃醇さも感じる清酒です。リーズナブルなところでは「特別純米・不動」がオススメです。辛口が多い同蔵の製品ですが、不動の旨口な味わいは「真の酒好き」に御理解頂けると思います。国道３５６号を利根川沿いに佐原方面に走り、神崎大橋際交差点を右折すると電柱に「仁勇」の看板が連なります。それもそのはず、この国道沿い（右側・駐車場は左側）に蔵元があるのです。周辺の飲食店、酒販店の看板もほとんど同銘柄で占められているほど、地域に密着しています。,  吟醸 芳香 華やかさ こと キレ 良い 濃い   感じる 清酒 リーズナブル ところ 特別   不動 オススメ 辛口 多い  製品 不動   味わい  酒好き 理解 頂ける 思う 国道      利根川 沿い 佐原 方面 走る 神崎 大橋  交差点 右折 する 電柱   看板 連なる それ はず 国道 沿い   右側 駐車  左側   蔵元 ある  周辺 飲食  酒販  看板 銘柄 占める られる いる 地域 密着 する いる,28
宗玄,宗玄清一さんが死処されました。能登から高岡に出られた先代清作さんのご長男で、御歳94才のご長寿でした。喪主はご長男の清和さん(S9生)。なお、そのご長男は二代目清作さん(S42生)、さらにご長男は清也さん(H11生)と、脈々と血は受け継がれています。ちなみにその【長生きの秘訣】は、やはり「清酒宗玄」だったそうです。合掌。磯自慢,  清一 さん 死処 する れる 能登 高岡 出る られる 先代 清作 さん 長男      長寿 喪主 長男 清和 さん          長男  代目 清作 さん           長男   さん           受け継ぐ れる いる 長生き 秘訣 清酒   そう 合掌  自慢,12
信濃錦,ここのお酒は値段が上がるにつれて劇的に美味しくなります。量を飲むなら一瓢、いい感じに酔いたいなら酌、お祝い事には、極稀を贈る、秘すれば花、などなど、ぜひ一度飲んでいただきたい。辛口のお酒です。上のクラスのお酒は感動すること間違いなしですよ。郷乃誉,ここ  値段 上がる 劇的 美味しい なる  飲む 一瓢 いい 感じ 酔う  祝い事  贈る 秘する  飲む いただく 辛口   クラス  感動 する こと 間違い  乃誉,23
梵,極秘造大吟醸をもらいもので飲みました。とにかく旨いの一言！香りは華やかではあるが、3年寝かせてあるためか、落ち着いた感じである。味も大吟醸であるので、もちろんきれいであるが、しっかりとした面もあり米の旨さを十分に感じることが出来ます。この味で5000円＜720ml＞ならお買い得でしょう。また飲みたいけれど入手が困難そうで。。。。清泉,極秘  吟醸 もらう もの 飲む 旨い 一言   香り 華やか ある    寝かせる ある ため 落ち着く 感じ  吟醸 きれい する  ある  旨い  十分 感じる こと 出来る                   お買い得 飲む 入手 困難 そう 清泉,5
奥の松,同製品はフォーミュラ・ニッポンのシャンパンファイトシーンにおける勝利の美酒として有名ですが、我われがなかなか味わうチャンスがないですよね。私は幸運にも試飲会で味わえたのですが、白濁した微炭酸のそれは爽快感のあるフルーティーな清酒でした。炭酸という言葉で想像しやすいサワーみたいな「酒です」という主張はなく、極めて上品な味です（こんな説明しかできない飲酒経験の貧しさが恥ずかしい）。「食前酒として、味わって頂けるものです」という同社の説明に納得。祝賀会にオススメしたい１本です。翠露,製品 フォーミュラ ニッポン シャンパンファイトシーン 勝利 美酒 有名  われ 味わう チャンス ない  幸運 試飲  味わえる  白濁 する 炭酸 それ 爽快  ある フルーティー 清酒 炭酸 言葉 想像 する やすい サワー みたい  主張 上品    説明 できる 飲酒 経験 貧しい  恥ずかしい     食前  味わう 頂ける もの 同社 説明 納得 祝賀会 オススメ する     ,18
菊水,３日、某イベントで同製品を頂きました。口に含むとスルリと馴染み、喉元で濃厚な味わいが広がります。「どっしり」とした熟成感がたまりません。果実酒のような飲み口の華やかさと、甘さに大満足！瓶に入っている製品ばかりが酒じゃない……小銭で買える銘酒を見つけましたよ！琵琶のさゝ浪,   イベント 製品 頂く  含む スルリ 馴染む 喉元 濃厚 味わい 広がる する 熟成  たまる 果実  よう 飲む  華やかさ 甘い  満足    入る いる 製品  小銭 買える 銘酒 見つける   琵琶  ,2
